5,161,151,152,161,162,7,14,162,151,152,235,222,162,163,164,223,113,161,162,151,161,8,221,113,152,161,231,113,91,13,152,153,154,161,233,222,162,163,151,10,14,162,163,151,152,161,162,151,161,151,152,161,11,13,152,153,225,113,161,151,152,161,151,12
5,161,151,152,161,162,151,161,162,151,7,13,161,191,15,151,82,13,161,162,163,151,231,113,152,161,151,152,225,222,151,161,91,14,172,15,161,233,113,152,153,101,235,113,193,16,223,222,151,184,16,151,161,111,14,195,15,161,221,113,152,196,15,152,12
5,151,161,151,152,161,71,13,152,161,171,16,151,152,153,192,16,151,8,223,222,225,183,16,162,151,152,153,161,9,14,151,174,16,151,231,222,102,14,162,151,175,15,152,161,162,151,221,112,14,162,163,164,151,152,186,16,233,113,161,235,222,121
5,161,162,163,151,152,153,161,162,235,113,152,7,13,152,153,154,191,16,151,161,233,113,152,81,14,162,225,222,151,182,15,161,9,14,151,173,16,102,14,151,223,222,194,15,152,153,221,222,162,195,16,162,151,112,14,186,16,231,222,151,12
5,151,152,153,154,161,162,151,161,7,13,152,191,16,162,151,223,82,13,161,221,222,151,161,162,182,15,9,14,151,231,173,15,152,153,161,174,16,162,151,161,162,235,113,10,14,233,113,152,195,16,162,151,152,111,14,162,151,196,225,113,161,151,122
5,161,162,151,161,162,163,164,233,222,151,161,72,13,171,16,162,8,14,192,15,161,151,161,235,222,193,16,162,9,13,161,151,194,15,161,162,231,113,152,153,161,175,223,102,14,151,161,11,14,151,152,153,225,113,161,176,15,152,161,151,161,221,12
5,151,161,151,152,161,162,233,113,161,151,7,13,152,153,154,181,15,161,162,151,161,192,16,8,14,162,225,113,223,222,193,15,91,13,152,184,16,162,231,113,152,10,14,221,195,16,151,161,151,152,11,186,16,151,235,113,122
5,161,162,151,161,225,222,162,71,13,161,151,152,153,154,155,233,113,161,151,161,171,235,8,14,162,92,14,192,16,231,113,161,162,151,221,193,16,162,151,10,13,174,16,162,223,222,151,112,13,195,16,162,151,152,161,151,196,15,152,12
5,151,161,151,152,153,161,162,163,164,7,13,161,191,16,162,163,151,82,14,192,15,152,161,162,231,113,193,15,9,223,113,152,161,162,225,113,221,113,174,233,113,152,153,102,14,151,161,185,16,151,235,113,11,13,196,16,121
5,161,151,152,153,161,233,222,162,151,72,14,225,113,181,16,151,161,162,163,172,16,151,8,14,183,15,92,14,151,194,16,151,231,222,151,10,14,185,15,152,161,162,221,222,151,152,223,11,13,161,162,196,235,222,162,151,152,161,12
5,151,152,161,162,151,7,14,151,191,16,162,221,222,162,235,222,81,14,182,16,151,152,233,222,151,173,16,9,13,152,161,162,225,194,15,161,162,151,152,10,13,152,153,154,155,185,16,151,231,222,176,15,111,14,151,161,151,223,12
5,161,162,151,161,151,152,153,154,72,14,162,191,16,151,152,161,221,113,152,153,161,8,13,235,222,162,9,13,152,192,231,113,152,161,225,113,193,16,101,13,161,151,194,16,151,161,11,223,113,161,162,195,16,162,163,233,113,176,15,161,122
5,151,152,153,161,162,221,222,71,14,171,16,151,161,162,163,164,151,182,15,8,13,161,151,152,161,193,15,152,153,92,14,225,113,161,194,15,101,233,222,162,163,185,235,113,161,151,223,113,11,13,231,113,161,196,16,12
5,151,161,151,152,153,161,162,151,223,113,152,161,72,13,161,151,171,16,82,13,161,162,225,172,16,162,151,9,13,233,222,151,161,183,15,152,235,222,194,15,152,161,151,10,13,161,11,231,222,195,16,221,222,151,176,15,121
5,161,162,151,152,153,154,161,7,14,162,163,164,165,235,113,191,15,152,81,233,113,161,162,163,192,16,162,151,223,222,173,16,9,13,221,222,162,10,14,151,152,184,15,225,222,151,152,112,14,185,231,222,151,196,16,151,152,153,12
